team1,team1_1st_downs,team1_numberpenalties,team1_penaltyyards,team1_3rd_down_efficiency,team1_4th_down_efficiency,team1_comp/att,team1_defensive_/_special_teams_tds,team1_fumbles_lost,team1_interceptions_thrown,team1_passing,team1_passing_1st_downs,team1_red_zone_(made-att),team1_rushing,team1_rushing_1st_downs,team1_rushing_attempts,team1_sacks-yards_lost,team1_total_drives,team1_total_plays,team1_total_yards,team1_turnovers,team1_yards_per_pass,team1_yards_per_play,team1_yards_per_rush
Colts,18.5,5.0,39.0,0.42272727272727273,0.0,0.5787037037037037,0.0,0.5,1.0,195.5,10.5,0.5,87.5,5.0,24.5,0.13888888888888884,10.5,57.0,283.0,1.5,6.15,5.0,3.55
Commanders,21.0,4.5,34.5,0.3852941176470588,0.6666666666666666,0.5091666666666667,0.0,0.5,1.5,187.5,11.5,0.3,125.0,7.0,28.0,0.16666666666666666,9.0,67.0,312.5,2.0,4.55,4.550000000000001,4.5
Cowboys,24.0,7.0,63.0,0.48125,1.0,0.6759410801963993,0.0,0.5,1.5,323.0,16.0,0.41666666666666663,114.0,5.0,25.0,0.05,10.5,70.5,437.0,2.0,7.25,6.25,4.55
Dolphins,19.5,4.0,34.5,0.26666666666666666,0.0,0.5703933747412009,0.0,0.0,0.5,126.5,8.0,0.5,201.5,11.0,36.5,0.1494565217391304,12.5,61.0,328.0,0.5,5.2,5.4,5.449999999999999
Eagles,16.5,6.5,48.5,0.3205128205128205,0.0,0.5419117647058824,0.0,1.0,2.5,230.5,11.5,0.25,110.5,3.5,21.0,0.05555555555555555,12.5,58.5,341.0,3.5,6.199999999999999,5.85,5.25
Falcons,20.0,4.5,41.5,0.20512820512820512,0.25,0.5681818181818181,0.0,1.0,1.0,188.0,9.0,0.5,143.5,8.5,31.5,0.14583333333333331,11.0,64.5,331.5,2.0,5.65,5.1,4.55
Giants,19.5,5.5,44.5,0.43181818181818177,0.16666666666666666,0.6109234234234234,0.0,0.5,0.5,261.5,10.0,0.16666666666666666,116.5,7.5,33.0,0.21590909090909088,11.0,65.0,378.0,1.0,7.65,5.6,3.5999999999999996
Jaguars,19.0,10.5,81.0,0.3487179487179487,0.75,0.5866188769414575,0.0,0.5,0.0,224.5,11.5,0.8,86.5,5.5,29.5,0.05555555555555555,12.0,60.0,311.0,0.5,7.35,5.199999999999999,2.9000000000000004
Jets,14.0,7.5,54.5,0.26041666666666663,0.75,0.5084670231729056,0.5,0.0,1.5,150.5,8.0,0.3333333333333333,87.5,5.0,22.5,0.188034188034188,12.5,60.0,238.0,1.5,4.05,3.95,3.8499999999999996
Lions,20.0,6.5,36.0,0.4951923076923077,0.0,0.7380174291938998,0.0,0.0,0.0,266.0,11.0,0.7333333333333334,114.0,7.5,26.0,0.1152173913043478,10.0,58.5,380.0,0.0,8.15,6.550000000000001,4.5
Packers,17.5,4.5,37.5,0.5833333333333333,0.5,0.64,0.0,0.0,0.5,227.0,10.0,1.0,121.0,6.5,28.0,0.0357142857142857,9.0,56.0,348.0,0.5,8.15,6.25,4.35
Panthers,14.5,5.5,50.0,0.30476190476190473,0.5,0.6853448275862069,0.5,0.0,1.0,177.5,8.5,0.0,116.5,6.0,26.5,0.14583333333333331,8.5,52.5,294.0,1.0,7.1000000000000005,5.55,4.699999999999999
Patriots,21.0,3.5,41.0,0.423076923076923,0.5,0.7013824884792627,1.0,0.0,0.5,280.5,13.0,0.1,113.0,7.0,30.0,0.3055555555555556,10.0,65.0,393.5,0.5,8.0,6.1,3.8
Raiders,14.0,3.5,37.5,0.29166666666666663,0.16666666666666666,0.7194293478260869,0.0,0.0,0.5,157.0,10.0,0.75,35.5,2.0,15.0,0.14583333333333331,9.0,47.0,192.5,0.5,4.9,4.1,2.5
Rams,26.0,3.0,17.5,0.3875,0.0,0.6762672811059909,0.0,0.5,1.0,254.0,12.5,0.7083333333333333,200.5,12.0,28.5,0.0625,10.0,59.0,454.5,1.5,8.35,7.65,7.050000000000001
Ravens,19.0,6.0,46.0,0.34444444444444444,0.625,0.5370535714285714,0.0,2.0,1.0,213.0,8.0,0.41666666666666663,170.0,9.0,31.0,0.12771739130434778,11.5,67.0,383.0,3.0,5.95,5.8,5.5
Saints,18.0,8.0,63.5,0.3939393939393939,0.0,0.6671052631578948,0.0,0.5,1.0,167.0,10.5,0.8333333333333333,110.0,6.5,29.5,0.1421404682274247,11.5,62.0,277.0,1.5,5.199999999999999,4.5,3.65
Seahawks,18.5,5.0,42.5,0.4307692307692308,0.5,0.6025641025641025,1.0,1.0,0.5,165.0,9.5,0.5,127.0,7.0,29.0,0.1357466063348416,10.5,60.0,292.0,1.5,5.25,4.9,4.45
Steelers,11.5,6.0,50.0,0.38095238095238093,0.5,0.5465686274509804,0.0,0.5,0.5,196.0,5.5,0.5,46.0,4.5,17.5,0.05555555555555555,10.0,47.0,242.0,1.0,6.35,5.05,2.6
Texans,19.0,8.5,72.0,0.45299145299145294,0.0,0.556221198156682,0.0,0.0,0.5,221.0,10.5,0.45,95.0,6.0,32.5,0.13823529411764707,11.5,68.0,316.0,0.5,6.2,4.6,2.9000000000000004
Titans,12.0,10.5,85.5,0.2598039215686274,0.125,0.5657894736842105,0.0,1.0,0.5,114.5,5.0,0.5,125.5,6.0,24.5,0.13055555555555554,13.0,59.5,240.0,1.5,3.35,4.0,5.05
Vikings,18.0,6.5,52.0,0.3727272727272727,0.5,0.6644927536231884,0.0,0.5,2.0,123.5,9.5,0.5,114.0,6.5,25.0,0.2333333333333333,10.5,55.5,237.5,2.5,4.199999999999999,4.15,4.449999999999999
