team1,team1_1st_downs,team1_numberpenalties,team1_penaltyyards,team1_3rd_down_efficiency,team1_4th_down_efficiency,team1_comp/att,team1_defensive_/_special_teams_tds,team1_fumbles_lost,team1_interceptions_thrown,team1_passing,team1_passing_1st_downs,team1_red_zone_(made-att),team1_rushing,team1_rushing_1st_downs,team1_rushing_attempts,team1_sacks-yards_lost,team1_total_drives,team1_total_plays,team1_total_yards,team1_turnovers,team1_yards_per_pass,team1_yards_per_play,team1_yards_per_rush
Packers,18.8,4.0,30.6,0.5375291375291376,0.26666666666666666,0.6188593628593628,0.0,0.4,0.2,184.2,9.8,0.9,124.0,8.0,29.6,0.12919799498746865,9.4,58.8,308.2,0.6,6.5,5.34,4.34
Panthers,16.6,5.0,38.6,0.3391596638655462,0.52,0.6579157088122606,0.2,0.2,0.8,195.6,9.8,0.3,107.2,6.0,26.8,0.11099791013584115,9.4,56.8,302.8,1.0,6.260000000000001,5.2,4.04
Patriots,20.8,3.2,33.2,0.473992673992674,0.5333333333333333,0.6618721081313504,0.4,0.2,0.6,264.4,13.0,0.41,113.4,6.4,29.4,0.3738011695906433,10.6,63.8,377.8,0.8,7.6800000000000015,5.98,3.88
Raiders,14.8,7.4,61.4,0.26705882352941174,0.26666666666666666,0.6712253225840182,0.0,0.2,0.6,169.0,10.6,0.7666666666666666,46.4,2.8,17.6,0.15327287654873858,11.4,57.0,215.4,0.8,4.34,3.8200000000000003,2.6399999999999997
Rams,23.0,3.2,22.0,0.38247474747474747,0.3333333333333333,0.6538402457757296,0.2,0.4,0.4,235.2,13.4,0.8,143.2,8.4,25.6,0.085,10.0,58.0,378.4,0.8,7.2,6.4799999999999995,5.48
Ravens,18.8,5.2,42.0,0.33106449106449104,0.65,0.5571062861426429,0.0,1.0,0.8,181.0,8.2,0.37666666666666665,154.8,8.6,32.4,0.13811992355470615,11.8,63.6,335.8,1.8,5.82,5.3,4.84
Saints,16.8,6.2,51.2,0.3586378490790255,0.21333333333333332,0.655889724310777,0.2,0.8,0.8,196.2,9.8,0.4,95.6,6.0,27.6,0.13856116813388175,10.0,61.8,291.8,1.6,6.0,4.84,3.5
Seahawks,20.8,6.0,44.2,0.43695054945054945,0.4,0.6625874125874126,0.8,0.8,1.2,204.4,9.8,0.45,140.2,9.0,31.8,0.14429864253393662,10.8,61.0,344.6,2.0,7.82,5.76,4.5600000000000005
Steelers,15.6,6.0,49.2,0.4107226107226107,0.4666666666666666,0.6121758380771662,0.6,0.6,0.8,186.2,7.6,0.5,92.4,6.2,23.0,0.11989121989121987,10.0,54.6,278.6,1.4,5.84,5.040000000000001,3.8
Texans,20.0,7.6,63.4,0.4094017094017094,0.3,0.5759844142220224,0.2,0.2,0.4,223.4,11.6,0.5066666666666666,100.6,6.2,27.2,0.1188235294117647,11.4,65.8,324.0,0.6,5.76,4.9,3.84
Titans,13.2,9.4,71.2,0.27673202614379083,0.19285714285714287,0.6036645668224615,0.6,0.6,0.2,150.0,7.8,0.5333333333333333,92.2,4.4,21.4,0.1412721417069243,10.6,57.6,242.2,0.8,4.14,4.220000000000001,4.2
Vikings,15.8,6.0,50.0,0.29093795093795094,0.48,0.5873509861610547,0.0,0.6,2.0,138.8,8.2,0.4666666666666666,111.2,6.0,22.0,0.18857142857142856,11.0,54.0,250.0,2.6,4.2,4.5,5.1
